movie_id,title,release_date,year,budget,revenue,runtime,month,cast_power,director_power,genre_Action,genre_Adventure,genre_Animation,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_History,genre_Horror,genre_Music,genre_Mystery,genre_Romance,genre_Science Fiction,genre_TV Movie,genre_Thriller,genre_War,genre_Western,is_franchise,rating_score
10560,Center Stage,2000-05-12,2000,52880371.660859466,48139372.82229965,115,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0
10688,Hamlet,2000-05-12,2000,3646922.1835075496,2860552.7642276427,112,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,3.0
5491,Battlefield Earth,2000-05-12,2000,80232288.03716609,54203589.907084785,119,5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,2.0
29946,The Golden Bowl,2000-05-14,2000,27351916.376306623,10491607.967479676,130,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,3.0
9285,Road Trip,2000-05-19,2000,29175377.468060397,218367266.50406507,93,5,205832824.13472706,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0
10567,Dinosaur,2000-05-19,2000,232491289.19860628,645957559.70964,82,5,50561144.3205575,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
10569,Small Time Crooks,2000-05-19,2000,45586527.29384437,54584354.11149826,94,5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
955,Mission: Impossible II,2000-05-24,2000,227932636.46922186,996317455.9349594,123,5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,2.0
8584,Shanghai Noon,2000-05-26,2000,100290360.04645762,181023127.9790941,110,5,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2.0
9600,Big Momma's House,2000-05-31,2000,54703832.75261325,317208266.7363531,98,5,52479675.20325203,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0
9679,Gone in Sixty Seconds,2000-06-09,2000,164111498.25783974,432524970.9639954,118,6,52479675.20325203,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,2.0
131940,Josh,2000-06-09,2000,12581881.533101046,27351916.376306623,157,6,4923344.947735191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2.0
479,Shaft,2000-06-15,2000,83879210.22067364,196252051.39372823,99,6,129465737.51451801,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,3.0
55,Amores Perros,2000-06-16,2000,3646922.1835075496,38125776.06271777,154,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,3.0
7450,Titan A.E.,2000-06-16,2000,136759581.88153312,67020645.04065041,95,6,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0
10571,Boys and Girls,2000-06-16,2000,29175377.468060397,37613210.26713125,94,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2.0
25636,Jesus' Son,2000-06-16,2000,4558652.729384437,2370499.4192799074,107,6,597033.9837398374,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,3.0
2123,"Me, Myself & Irene",2000-06-22,2000,92996515.67944251,272189858.8037166,117,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0
7443,Chicken Run,2000-06-23,2000,82055749.12891987,409977079.53542393,84,6,193255.8768873403,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
2024,The Patriot,2000-06-28,2000,200580720.09291524,392580855.9117306,165,6,205085167.70615563,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,3.0
2133,The Perfect Storm,2000-06-29,2000,237049941.92799073,599405274.5412312,130,6,33220828.92566783,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0
17711,The Adventures of Rocky & Bullwinkle,2000-06-30,2000,138583042.9732869,64003484.3205575,92,6,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
146,"Crouching Tiger, Hidden Dragon",2000-07-06,2000,30998838.55981417,390181502.04413474,120,7,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2.0
4244,The Kid,2000-07-07,2000,118524970.96399537,201159814.8664344,104,7,97255802.59581882,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
4247,Scary Movie,2000-07-07,2000,34645760.743321724,506963685.4819977,88,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0
20770,But I'm a Cheerleader,2000-07-07,2000,2188153.31010453,4740998.838559815,85,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,3.0
10991,Pokémon 3: The Movie,2000-07-08,2000,29175377.468060397,124819792.05574913,93,7,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
36657,X-Men,2000-07-13,2000,136759581.88153312,540363597.4332172,104,7,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,2.0
44490,Chuck & Buck,2000-07-14,2000,455865.2729384437,2155449.5354239256,96,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0
16110,Thomas and the Magic Railroad,2000-07-14,2000,34645760.743321724,36009726.05110337,86,7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
