movie_id,title,release_date,popularity,vote_average,vote_count,overview,original_language,genre_ids
1267319,Mantis,2025-09-25,11.5628,6.277,128,"The secret society of contract killers falls into chaos, unleashing a new breed of assassins. With old rules in ruins, who dares claim the shadows?",ko,"[28, 80, 53]"
870028,The Accountant²,2025-04-23,11.2384,7.1,1555,"When an old acquaintance is murdered, Wolff is compelled to solve the case. Realizing more extreme measures are necessary, Wolff recruits his estranged and highly lethal brother, Brax, to help. In partnership with Marybeth Medina, they uncover a deadly conspiracy, becoming targets of a ruthless network of killers who will stop at nothing to keep their secrets buried.",en,"[9648, 80, 53]"
1235746,Dead of Winter,2025-09-23,12.9384,6.362,138,"A widowed fisherwoman, travelling alone through snowbound northern Minnesota, interrupts the kidnapping of a teenage girl. Hours from the nearest town and with no phone service, she realizes that she is the young girl's only hope.",en,[53]
1124620,The Monkey,2025-02-14,11.8591,5.996,1155,"When twin brothers find a mysterious wind-up monkey, a series of outrageous deaths tear their family apart. Twenty-five years later, the monkey begins a new killing spree forcing the estranged brothers to confront the cursed toy.",en,"[27, 35]"
1126166,Flight Risk,2025-01-22,10.779,6.0,1072,"A pilot transports an Air Marshal accompanying a fugitive to trial. As they cross the Alaskan wilderness, tensions soar and trust is tested, as not everyone on board is who they seem.",en,"[28, 53]"
1195506,Novocaine,2025-03-12,9.5033,6.834,1378,"When the girl of his dreams is kidnapped, everyman Nate turns his inability to feel pain into an unexpected strength in his fight to get her back.",en,"[28, 35, 53]"
13494,Red Sonja,2025-07-31,11.5269,5.7,163,A young girl rises from the ashes of tragedy to become the most feared warrior woman of all time: the She-Devil with a Sword.,en,"[12, 28, 14]"
1151272,Sirāt,2025-06-06,11.3231,6.852,300,"A man and his son arrive at a rave lost in the mountains of Morocco. They are looking for Marina, their daughter and sister, who disappeared months ago at another rave. Driven by fate, they decide to follow a group of ravers in search of one last party, in hopes Marina will be there.",es,"[18, 53, 10402]"
842924,The Life of Chuck,2025-06-05,11.156,7.301,685,"In this extraordinary story of an ordinary man, Charles 'Chuck' Krantz experiences the wonder of love, the heartbreak of loss, and the multitudes contained in all of us.",en,"[14, 18]"
1083433,I Know What You Did Last Summer,2025-07-16,11.2155,5.809,587,"When five friends inadvertently cause a deadly car accident, they cover up their involvement and make a pact to keep it a secret rather than face the consequences. A year later, their past comes back to haunt them and they're forced to confront a horrifying truth: someone knows what they did last summer…and is hell-bent on revenge.",en,"[27, 9648, 53]"
648878,Eddington,2025-07-16,10.6978,6.439,580,"In May of 2020, a standoff between a small-town sheriff and mayor sparks a powder keg as neighbor is pitted against neighbor in Eddington, New Mexico.",en,"[37, 35, 80]"
1236470,The Lost Bus,2025-09-19,9.3858,7.098,558,A determined father risks everything to rescue a dedicated teacher and her students from a raging wildfire.,en,"[18, 9648, 53]"
1136867,Materialists,2025-06-12,10.3455,6.5,964,"A young, ambitious New York City matchmaker finds herself torn between the perfect match and her imperfect ex.",en,"[10749, 18]"
760329,The Smashing Machine,2025-10-01,11.0655,6.512,343,"In the late 1990s, up-and-coming mixed martial artist Mark Kerr aspires to become the greatest fighter in the world. However, he must also battle his opioid dependence and a volatile relationship with his girlfriend Dawn.",en,"[36, 18]"
1290159,A House of Dynamite,2025-10-02,10.3896,6.396,1016,"When a single, unattributed missile is launched at the United States, a race begins to determine who is responsible and how to respond.",en,[53]
324544,In the Lost Lands,2025-02-27,10.4261,6.435,686,"A queen sends the powerful and feared sorceress Gray Alys to the ghostly wilderness of the Lost Lands in search of a magical power, where she and her guide, the drifter Boyce, must outwit and outfight both man and demon.",en,"[28, 14, 37]"
1267905,The Roses,2025-08-27,11.2493,6.724,504,"Life seems easy for picture-perfect couple Ivy and Theo: successful careers, a loving marriage, great kids. But beneath the façade of their supposed ideal life, a storm is brewing – as Theo's career nosedives while Ivy's own ambitions take off, a tinderbox of fierce competition and hidden resentment ignites.",en,"[35, 18]"
1114967,Good Fortune,2025-10-14,11.2594,7.057,388,A well-meaning but rather inept angel named Gabriel meddles in the lives of a struggling gig worker and a wealthy capitalist.,en,"[35, 14]"
1086260,The Astronaut,2025-09-26,10.854,5.74,129,"After returning from her first space mission, astronaut Sam Walker is placed under NASA’s care at a high security house for rehabilitation and medical testing. However, when disturbing occurrences begin happening around the property, she fears that something extraterrestrial has followed her back to Earth",en,"[878, 27, 53]"
1299655,Blue Moon,2025-10-17,10.7418,6.805,105,"On the evening of March 31, 1943, legendary lyricist Lorenz Hart confronts his shattered self-confidence in Sardi’s bar as his former collaborator Richard Rodgers celebrates the opening night of his ground-breaking hit musical “Oklahoma!”.",en,[18]
668489,Havoc,2025-04-25,10.6577,6.391,1115,"When a drug heist swerves lethally out of control, a jaded cop fights his way through a corrupt city's criminal underworld to save a politician's son.",en,"[28, 80, 53, 18]"
1155281,Creation of the Gods II: Demon Force,2025-01-29,10.4249,6.396,120,"Taishi Wen Zhong led the army of Shang Dynasty including Deng Chanyu and four generals of the Mo Family to Xiqi. With the help of Kunlun immortals such as Jiang Ziya, Ji Fa led the army and civilians of Xiqi to defend their homeland.",zh,"[28, 14, 10752]"
1232546,Until Dawn,2025-04-23,10.2625,6.3,1250,"One year after her sister Melanie mysteriously disappeared, Clover and her friends head into the remote valley where she vanished in search of answers. Exploring an abandoned visitor center, they find themselves stalked by a masked killer and horrifically murdered one by one...only to wake up and find themselves back at the beginning of the same evening.",en,"[27, 9648]"
1153714,Death of a Unicorn,2025-03-27,10.1223,6.432,685,"A father and daughter accidentally hit and kill a unicorn while en route to a weekend retreat, where his billionaire boss seeks to exploit the creature’s miraculous curative properties.",en,"[27, 14, 35]"
1064307,Spermageddon,2025-02-21,10.0742,6.505,109,"Two narrative threads: one is an emerging love story between awkward teens Jens and Lisa, who are having sex for the first time; the other, an eventful quest of Simon the Semen and his friends to reach the golden goal, the Egg.",no,"[16, 12, 14, 35]"
666154,Kayara,2025-01-02,9.8222,7.628,109,"A courageous and athletic teenager, Kayara dreams that she is destined to be the first female to break into the league of Chasquis - the official messengers of the Incan empire. As she learns what it takes to be a Chasqui along with its challenges, she tackles every mission she gets and discovers the ancient stories of her land and her people.",en,"[16, 12, 10751]"
1069905,Jay Kelly,2025-11-14,9.8077,6.065,284,"Famous movie actor Jay Kelly embarks on a journey of self-discovery, confronting both his past and present, accompanied by his devoted manager, Ron.",en,"[18, 35]"
1245993,Caught Stealing,2025-08-26,9.7847,6.94,668,"Burned-out ex-baseball player Hank Thompson unexpectedly finds himself embroiled in a dangerous struggle for survival amidst the criminal underbelly of late 1990s New York City, forced to navigate a treacherous underworld he never imagined.",en,"[80, 53, 35]"
1278950,The Ritual,2025-04-18,9.6795,5.915,253,"Two priests, one in crisis with his faith and the other confronting a turbulent past, must overcome their differences to perform a risky exorcism.",en,"[27, 18, 53]"
1356039,Counterattack,2025-02-27,9.6353,8.275,774,"When a hostage rescue mission creates a new enemy, Capt. Guerrero and his elite soldiers must face an ambush by a criminal group.",es,"[28, 12, 53]"
1450599,K.O.,2025-06-05,9.5729,6.435,248,"A former fighter must find the missing son of an opponent he accidentally killed years ago, taking on a brutally violent crime gang in Marseille.",fr,"[28, 18, 12]"
1300116,Fall for Me,2025-08-20,9.4538,6.125,184,"Lilli is suspicious of her sister's new fiance, but when an attractive stranger enters her life, she's suddenly distracted by the thralls of desire.",de,"[10749, 53]"
1230368,Springsteen: Deliver Me from Nowhere,2025-10-22,9.3943,6.909,165,"Bruce Springsteen, a young musician on the cusp of global superstardom, struggles to reconcile the pressures of success with the ghosts of his past.",en,"[18, 10402]"
1205515,"Sorry, Baby",2025-06-27,9.3468,6.922,180,"Agnes feels stuck. Unlike her best friend, Lydie, who’s moved to New York and is now expecting a baby, Agnes still lives in the New England house they once shared as graduate students, now working as a professor at her alma mater. A ‘bad thing’ happened to Agnes a few years ago and, since then, despite her best efforts, life hasn’t gotten back on track.",en,"[18, 35]"
1098006,Fountain of Youth,2025-05-19,9.3448,6.28,811,"A treasure-hunting mastermind assembles a team for a life-changing adventure. But to outwit and outrun threats at every turn, he'll need someone even smarter than he is: his estranged sister.",en,"[12, 14, 9648]"
1137350,The Phoenician Scheme,2025-05-23,9.2996,6.546,735,"Wealthy businessman Zsa-zsa Korda appoints his only daughter, a nun, as sole heir to his estate. As Korda embarks on a new enterprise, they soon become the target of scheming tycoons, foreign terrorists, and determined assassins.",en,"[35, 12, 80]"
926606,The Home,2025-07-24,9.0798,6.482,138,"A troubled man starts working at a retirement home and realizes its residents and caretakers harbor sinister secrets. As he investigates the building and its forbidden fourth floor, he starts to uncover connections to his own past and upbringing as a foster child.",en,"[9648, 27, 53]"
1127110,Diablo,2025-06-13,9.0223,7.344,167,"Ex-con Kris Chaney seizes the daughter of a Colombian gangster to fulfill a noble promise to the young girl's mother. When her father enlists both the criminal underworld and a psychotic killer to exact his revenge, Kris relies on everything he's ever learned to stay alive and keep his word.",en,"[28, 53, 80]"
846422,The Old Guard 2,2025-07-01,8.9276,5.95,847,Andy and her team of immortal warriors fight with renewed purpose as they face a powerful new foe threatening their mission to protect humanity.,en,"[28, 14]"
1405338,Demon City,2025-02-26,8.9045,6.923,300,"Framed for his family's murder and left for dead, an ex-hitman will stop at nothing to exact revenge on the masked ""demons"" who have taken over his city.",ja,"[28, 80, 14, 53]"
1124619,Bride Hard,2025-06-19,8.7816,5.677,150,"Sam is a secret agent whose toughest mission to date is pleasing her bride-to-be best friend at a lavish destination wedding. When a team of mercenaries crashes the party and takes the guests hostage, Sam is thrown into a fight unlike any before — one where she can’t risk blowing her cover or ruining the big day. As she takes on the bad guys in a high-stakes battle disguised as a fairy-tale affair, she realizes the real threat might be closer than she thinks.",en,"[28, 35]"
926670,Henry Danger: The Movie,2025-01-17,8.6267,7.7,245,"Henry Hart meets a superfan—eager to fight crime with Kid Danger—who comes into possession of a device that can open up alternate realities. Facing a wild ride, Henry will need his best friend Jasper and his new superfan sidekick to find his way out or be stuck in another dimension forever.",en,"[28, 35, 10751, 878]"
1306525,The Elixir,2025-10-22,8.5862,5.958,165,An elixir unleashes the undead in a village. A family at odds with one another must unite and fight to survive as their hometown collapses.,id,"[27, 53]"
1140535,Presence,2025-01-17,8.5228,6.1,650,"A couple and their children move into a seemingly normal suburban home. When strange events occur, they begin to believe there is something else in the house with them. The presence is about to disrupt their lives in unimaginable ways.",en,"[27, 53, 18]"
777443,The Electric State,2025-03-07,8.3169,6.5,1491,"An orphaned teen hits the road with a mysterious robot to find her long-lost brother, teaming up with a smuggler and his wisecracking sidekick.",en,"[878, 12, 28]"
1151334,Eenie Meanie,2025-08-21,8.2985,6.362,265,A former teenage getaway driver gets dragged back into her unsavory past when a former employer offers her a chance to save the life of her chronically unreliable ex-boyfriend.,en,"[53, 28, 35]"
710258,Rust,2025-05-01,8.2649,6.642,116,"Infamous outlaw Harland Rust breaks his estranged grandson Lucas out of prison, after Lucas is convicted to hang for an accidental murder. The two must outrun legendary U.S Marshal Wood Helm and bounty hunter Fenton ""Preacher"" Lang who are hot on their tails. Deeply buried secrets rise from the ashes and an unexpected familial bond begins to form as the mismatched duo tries to survive the merciless American Frontier.",en,[37]
1263256,Happy Gilmore 2,2025-07-25,8.2175,6.6,844,"Happy Gilmore isn't done with golf — not by a long shot. Since his retirement after his first Tour Championship win, Gilmore returns to finance his daughter's ballet classes.",en,[35]
1049942,Bambi: The Reckoning,2025-07-11,8.1196,5.5,113,"After a mother and son get in a car wreck, they soon become hunted by Bambi, a mutated grief-stricken deer on a deadly rampage seeking revenge for the death of his mother and wife.",en,"[27, 53]"
1242434,Highest 2 Lowest,2025-08-14,8.1118,5.53,397,"When a titan music mogul, widely known as having the ""best ears in the business"", is targeted with a ransom plot, he is jammed up in a life-or-death moral dilemma.",en,"[53, 80, 18]"
1212855,Fight or Flight,2025-04-03,8.0515,6.266,293,A mercenary takes on the job of tracking down a target on a plane but must protect her when they're surrounded by people trying to kill both of them.,en,"[28, 35, 53]"
1226406,Love Hurts,2025-02-06,8.0362,5.708,327,"A realtor is pulled back into the life he left behind after his former partner-in-crime resurfaces with an ominous message. With his crime-lord brother also on his trail, he must confront his past and the history he never fully buried.",en,"[28, 35, 10749]"
1255788,The Gardener,2025-01-30,7.9233,6.138,174,"Every year the Prime Minister has a list of all kinds of troublemakers eliminated in the name of the famous Reason of State. Serge Shuster, Special Adviser to the President of the Republic, finds himself on this list, better known as the Matignon List.  Condemned to certain death and at the heart of an implacable plot and a state secret that also put his family in danger, Serge, his wife and children have only one hope left - their gardener, Léo, who hates it when « slugs » invade his garden... Especially those that want to kill innocent families.",fr,"[28, 35]"
1195631,William Tell,2025-01-17,7.9143,6.212,210,"The narrative unfolds in the 14th Century, when the European nations vie for supremacy within the Holy Roman Empire. The ambitious Austrian Empire, desiring more land, invades neighbouring Switzerland, a serene and pastoral nation. Protagonist William Tell, a formerly peaceful hunter, finds himself forced to take action as his family and homeland come under threat from the oppressive Austrian King and his ruthless warlords.",en,"[28, 12, 18, 36]"
1083968,Locked,2025-03-20,7.9036,6.214,463,"When Eddie breaks into a luxury SUV, he steps into a deadly trap set by William, a self-proclaimed vigilante delivering his own brand of twisted justice. With no means of escape, Eddie must fight to survive in a ride where escape is an illusion, survival is a nightmare, and justice shifts into high gear.",en,"[27, 53]"
1249289,Alarum,2025-01-16,7.8893,5.691,379,"Two married spies caught in the crosshairs of an international intelligence network will stop at nothing to obtain a critical asset. Joe and Lara are agents living off the grid whose quiet retreat at a winter resort is blown to shreds when members of the old guard suspect the two may have joined an elite team of rogue spies, known as Alarum.",en,"[28, 80, 53]"
1323784,Bad Influence,2025-01-24,7.883,5.659,268,An ex-con gets a fresh start when hired to protect a wealthy heiress from a stalker — but their chemistry is hard to resist as they grow closer.,es,"[53, 18, 10749]"
1287536,Dora and the Search for Sol Dorado,2025-07-02,7.769,6.66,103,"Dora, Diego, and their new friends trek through the perilous dangers of the Amazonian jungle in search of the ancient and powerful treasure of Sol Dorado to keep it out of enemy hands.",en,"[10751, 35, 12]"
1251717,Vicious,2025-09-19,7.6757,6.0,209,"When Polly receives a mysterious box, it comes with one rule: place inside something she needs, something she hates, and something she loves. If she doesn’t obey, it will consume everything—and everyone—she’s ever known.",en,"[27, 53]"
1307078,My Oxford Year,2025-07-31,7.5624,7.018,512,An ambitious American fulfilling her dream of studying at Oxford falls for a charming Brit hiding a secret that may upend her perfectly planned life.,en,"[10749, 35, 18]"
1339658,"Oh, Hi!",2025-07-25,7.5597,6.328,102,"Iris and Isaac's first weekend away as a couple is going so well — until Isaac mentions he didn’t know they were a couple. Convinced she's met her perfect guy and that he's just confused, Iris goes to increasingly ridiculous and irrational lengths to prove to Isaac that they are meant to be together.",en,"[10749, 35, 53]"
604685,Den of Thieves 2: Pantera,2025-01-08,7.5495,6.609,709,"Big Nick is back on the hunt in Europe and closing in on Donnie, who is embroiled in the treacherous and unpredictable world of diamond thieves and the infamous Panther mafia, as they plot a massive heist of the world's largest diamond exchange.",en,"[28, 80, 53]"
987400,Aztec Batman: Clash of Empires,2025-09-18,7.5456,7.7,123,"In the time of the Aztec empire, tragedy strikes Yohualli Coatl when his father is murdered by Spanish conquistadors. To warn King Moctezuma and his high priest, Yoka, of imminent danger, Yohualli escapes to Tenochtitlán. There, he trains in the temple of the bat god Tzinacan with his mentor, developing equipment and weaponry to confront the Spanish invasion and avenge his father’s death. Along the way, he encounters key figures like the fierce Jaguar Woman and the conquistador Hernán Cortés.",es,"[16, 28, 12, 14]"
1181540,Guns Up,2025-05-15,7.4531,6.506,164,"When a job goes horribly wrong, an ex-cop and family man who moonlights as a mob henchman has one night to get his family out of the city.",en,"[28, 35, 80]"
1239193,Deep Cover,2025-06-12,7.4243,6.711,505,"Kat is an improv comedy teacher beginning to question if she’s missed her shot at success. When an undercover cop offers her the role of a lifetime, she recruits two of her students to infiltrate London’s gangland by impersonating dangerous criminals.",en,"[28, 35, 80]"
1117857,In Your Dreams,2025-11-07,7.4041,6.938,162,Stevie and her little brother Elliot journey into the wildly absurd landscape of their own dreams to ask the Sandman to grant them the perfect family.,en,"[16, 10751, 35, 12, 14]"
1104845,Plankton: The Movie,2025-03-08,7.3994,6.755,139,Plankton's tangled love story with his sentient computer wife goes sideways when she takes a stand — and decides to destroy the world without him.,en,"[10751, 35, 12, 16]"
1374534,Almost Cops,2025-07-10,7.3526,5.96,164,"When an overeager community officer and a reckless ex-detective are forced to team up, plenty of chaos ensues on the streets of Rotterdam.",nl,"[28, 35, 80, 9648]"
1571470,The Rats: A Witcher Tale,2025-10-29,7.3499,5.316,122,"To pull off a daring heist, a gang of six misfit outlaws will have to do something they've never done before: trust each other — and a washed-up Witcher.",en,"[14, 18, 12]"
1261825,Oh. What. Fun.,2025-12-03,7.3276,5.588,216,"Claire Clauster is the glue that holds her chaotic, lovable family together at the holidays. But this year, after planning a special outing for them, they make a crucial mistake and leave her home alone. Fed up and feeling under appreciated, she sets off on an impromptu adventure of her own. As her family scrambles to find her, Claire discovers the unexpected magic of a Christmas gone off-script.",en,[35]
1337562,Splitsville,2025-08-21,7.2634,6.348,128,"After Ashley asks for a divorce, good-natured Carey runs to his friends, Julie and Paul, for support. He’s shocked to discover that the secret to their happiness is an open marriage, that is until Carey crosses the line and throws all of their relationships into chaos.",en,[35]
1212742,The Rule of Jenny Pen,2025-03-07,7.1888,6.0,113,"Confined to a secluded rest home and trapped within his stroke-ridden body, a former Judge must stop an elderly psychopath who employs a child's puppet to abuse the home's residents with deadly consequences.",en,"[27, 53, 9648]"
1249213,Drop,2025-04-10,7.1811,6.35,711,"Violet, a widowed mother on her first date in years, arrives at an upscale restaurant where she is relieved that her date, Henry, is more charming and handsome than she expected. But their chemistry begins to curdle as Violet begins being irritated and then terrorized by a series of anonymous drops to her phone.",en,"[9648, 53]"
1149504,Honey Don't!,2025-08-21,7.1747,5.684,266,"Honey O'Donahue, a small-town private investigator, delves into a series of strange deaths tied to a mysterious church.",en,"[35, 80]"
1233575,Black Bag,2025-03-12,7.1584,6.343,1049,"When intelligence agent Kathryn Woodhouse is suspected of betraying the nation, her husband – also a legendary agent – faces the ultimate test of whether to be loyal to his marriage, or his country.",en,"[18, 9648, 53]"
931349,Ash,2025-03-20,7.037,5.178,397,"On the mysterious planet of Ash, Riya awakens to find her crew slaughtered. When a man named Brion arrives to rescue her, an ordeal of psychological and physical terror ensues while Riya and Brion must decide if they can trust one another to survive.",en,"[27, 878]"
1242404,Steve,2025-09-19,6.8936,6.374,207,"Over one intense day, the devoted head teacher of a last-chance reform school strives to keep his students in line while facing pressures of his own.",en,[18]
1233069,Exterritorial,2025-04-29,6.8398,6.59,600,"When her son vanishes inside a US consulate, ex-special forces soldier Sara does everything in her power to find him — and uncovers a dark conspiracy.",de,"[53, 28]"
1145221,It Feeds,2025-04-17,7.527,6.758,180,A clairvoyant therapist confronts her own personal demons while trying to save a young girl who believes a malevolent entity is feeding on her.,en,[27]
744653,The Thursday Murder Club,2025-08-22,6.0418,6.627,835,A group of senior sleuths passionate about solving cold cases get plunged into a real-life murder mystery in this comic crime caper.,en,"[35, 9648, 80]"
774370,Dog Man,2025-01-24,6.5438,7.545,324,"When a faithful police dog and his human police officer owner are injured together on the job, a harebrained but life-saving surgery fuses the two of them together and Dog Man is born. Dog Man is sworn to protect and serve—and fetch, sit and roll over. As Dog Man embraces his new identity and strives to impress his Chief, he must stop the pretty evil plots of feline supervillain Petey the Cat.",en,"[10751, 35, 12, 16, 28]"
896536,The Legend of Ochi,2025-04-18,5.9084,6.1,250,"In a remote village on the island of Carpathia, a shy farm girl named Yuri is raised to fear an elusive animal species known as ochi. But when Yuri discovers a wounded baby ochi has been left behind, she escapes on a quest to bring him home.",en,"[10751, 14, 12]"
713364,Clown in a Cornfield,2025-05-08,6.1692,6.1,436,"Quinn and her father have just moved to the quiet town of Kettle Springs hoping for a fresh start. Instead, she discovers a fractured community that has fallen on hard times after the treasured Baypen Corn Syrup Factory burned down. As the locals bicker amongst themselves and tensions boil over, a sinister, grinning figure emerges from the cornfields to cleanse the town of its burdens, one bloody victim at a time.",en,"[27, 9648, 53]"
1225572,Screamboat,2025-03-20,6.2179,5.1,108,A late-night boat ride turns into a desperate fight for survival in New York City when a mischievous mouse becomes a monstrous reality.,en,"[27, 35]"
1277988,Caramelo,2025-10-07,6.7896,7.716,232,"After a life-changing diagnosis, a promising chef finds hope and humor with the help of a fur-midable dog friend.",pt,"[35, 18]"
1362315,The Hand That Rocks the Cradle,2025-10-16,6.7816,5.73,148,Suburban couple Caitlin and Miguel hire seemingly sweet Polly to take care of their newborn baby. But Polly's true motives have little to do with singing lullabies...,en,"[27, 53]"
1289888,French Lover,2025-09-25,6.0671,6.037,201,"When a jaded actor meets a down-on-her-luck waitress in Paris, their unexpected love story begins — but will it survive the glare of the spotlight?",fr,"[10749, 35]"
1285965,Dangerous Animals,2025-06-05,6.3587,6.462,418,"A savvy and free-spirited surfer is abducted by a shark-obsessed serial killer. Held captive on his boat, she must figure out how to escape before he carries out a ritualistic feeding to the sharks below.",en,"[27, 53]"
1290879,The Woman in Cabin 10,2025-10-09,6.5528,6.199,803,"On a lavish yacht for an assignment, a journalist sees a passenger go overboard. But when no one believes her, she risks her life to uncover the truth.",en,"[9648, 53, 80]"
1265063,After the Hunt,2025-10-09,7.0014,5.697,373,"A college professor finds herself at a personal and professional crossroads when a star pupil levels an accusation against one of her colleagues, and a dark secret from her own past threatens to come to light.",en,[18]
993710,Back in Action,2025-01-15,6.2743,6.433,1412,"Fifteen years after vanishing from the CIA to start a family, elite spies Matt and Emily jump back into the world of espionage when their cover is blown.",en,"[28, 35]"
1312946,The Map That Leads to You,2025-08-19,8.031,6.574,282,"Heather is a young woman traveling Europe with friends before starting her perfectly planned life. A chance meeting with Jack sparks an unexpected romance that leads to deep emotional discovery. As secrets and life choices test their bond, her path changes forever.",en,"[10749, 18]"
1410082,Sniper: The Last Stand,2025-01-21,5.9891,6.788,170,"To stop an arms dealer from unleashing a deadly superweapon, Ace sniper Brandon Beckett and Agent Zero are deployed to Costa Verde to lead a group of elite soldiers against an unrelenting militia. Taking an untested sniper under his wing, Beckett faces his newest challenge: giving orders instead of receiving them. With both time and ammo running low in a race to save humanity, the team must overcome all odds just to survive.",en,"[28, 53]"
1125899,Cleaner,2025-02-19,5.9401,6.352,388,"When a group of radical activists take over an energy company's annual gala, seizing 300 hostages, an ex-soldier turned window cleaner suspended 50 storeys up on the outside of the building must save those trapped inside, including her older brother.",en,"[28, 53]"
710295,Wolf Man,2025-01-15,6.0477,6.239,879,"With his marriage fraying, Blake persuades his wife Charlotte to take a break from the city and visit his remote childhood home in rural Oregon. As they arrive at the farmhouse in the dead of night, they're attacked by an unseen animal and barricade themselves inside the home as the creature prowls the perimeter. But as the night stretches on, Blake begins to behave strangely, transforming into something unrecognizable.",en,"[27, 53]"
1407861,The Bayou,2025-01-31,5.859,5.536,166,"Vacation turns disaster when Houston grad Kyle and her friends survive a plane crash in the desolate Louisiana everglades, only to discover there's something way more dangerous lurking in the shallows.",en,"[53, 27, 28]"
1241921,A Big Bold Beautiful Journey,2025-09-17,5.9997,6.265,275,"Sarah and David are single strangers who meet at a mutual friend’s wedding and soon, through a surprising twist of fate, find themselves on a funny, fantastical, sweeping adventure together where they get to re-live important moments from their respective pasts, illuminating how they got to where they are in the present... and possibly getting a chance to alter their futures.",en,"[10749, 14, 18]"
537921,Fixed,2025-08-13,5.5664,6.221,131,"After learning he's getting neutered, a dog has 24 hours to squeeze in one last balls-to-the-wall adventure with the boys.",en,"[16, 35]"
974573,Another Simple Favor,2025-03-07,6.0943,5.8,479,"Stephanie and Emily reunite on the beautiful island of Capri, Italy for Emily's extravagant wedding to a rich Italian businessman. Along with the glamorous guests, expect murder and betrayal to RSVP for a wedding with more twists and turns than the road from the Marina Grande to the Capri town square.",en,"[35, 53, 9648]"
1233066,Manitou's Canoe,2025-08-14,5.7238,6.787,115,"Abahachi, the Apache chief, and his white blood brother Ranger fight tirelessly for peace and justice - but a new, up-and-coming gang is making life particularly difficult for them! They lure Abahachi and Ranger into a trap in order to get their hands on the legendary “Canoe of Manitou”.",de,"[35, 37]"
1429744,Ziam,2025-07-08,5.6411,6.696,207,"In a fight for survival against a horrifying army of zombies, a former Muay Thai fighter must use skill, speed and grit to save his girlfriend.",th,"[27, 53, 28]"
1289936,Downton Abbey: The Grand Finale,2025-09-10,5.561,7.2,188,"When Mary finds herself at the center of a public scandal and the family faces financial strife, the entire household grapples with the threat of social disgrace. The Crawleys must embrace change as the staff prepares for a new chapter with the next generation leading Downton Abbey into the future.",en,"[18, 10749]"
1165642,Lost in Starlight,2025-05-30,5.5327,7.274,124,"When an astronaut leaves Earth for Mars, the vast infinite space divides star-crossed lovers in this animated romance that crosses the cosmos.",ko,"[16, 10749, 878]"
1013482,Borderline,2025-03-14,5.4802,5.754,134,"After escaping from a mental hospital, a violent sociopath named Paul begins a dangerous rampage targeting Sofia, a world-famous pop star. Obsessed with her, he takes Sofia hostage in her own home, acting under the delusional belief that they are getting married. Paul is desperate to prove his devotion, leading to a tense and unpredictable situation.",en,"[35, 27, 53]"
972533,Last Breath,2025-02-27,5.3427,6.947,547,Seasoned deep-sea divers battle the raging elements to rescue their crewmate trapped hundreds of feet below the ocean's surface.,en,"[53, 18]"
1441563,My Secret Santa,2025-12-02,5.2685,6.252,165,"A single mom needs a job. A ski resort needs a Santa. Disguised as a St. Nick lookalike, can Taylor fool a charming hotel heir into ho-ho-hiring her?",en,"[35, 10749]"
1356670,Late Shift,2025-02-27,5.2458,7.781,167,"An entirely ordinary day on the beds ward of a surgical department. The nursing team is understaffed due to a shortage of personnel. Despite the hectic environment, Floria cares for her patients with expertise and full dedication. Although she gives her all, the shift gradually spirals out of control – until it eventually leads to a dramatic outburst.",de,[18]
757725,Shadow Force,2025-05-01,5.2405,6.356,236,"Kyrah and Isaac were once the leaders of a multinational special forces group called Shadow Force. They broke the rules by falling in love, and in order to protect their son, they go underground. With a large bounty on their heads, and the vengeful Shadow Force hot on their trail, one family's fight becomes all-out war.",en,"[28, 53]"
1261501,Ad Vitam,2025-01-09,5.2099,6.235,415,"When he and his pregnant wife are attacked in their home, a former elite agent becomes trapped in a deadly manhunt tied to his own painful past.",fr,"[53, 18, 80, 28]"
1181107,The King of Kings,2025-04-07,5.1793,8.472,126,"Charles Dickens tells his young son Walter the greatest story ever told, and what begins as a bedtime tale becomes a life-changing journey. Through vivid imagination, the boy walks alongside Jesus, witnessing His miracles, facing His trials, and understanding His ultimate sacrifice.",en,"[16, 10751, 14, 18, 12]"
1417059,Mountainhead,2025-05-22,5.1534,5.332,208,A group of billionaire friends get together against the backdrop of a rolling international crisis.,en,"[35, 18, 10770]"
1425122,A Very Jonas Christmas Movie,2025-11-10,5.1532,6.193,101,"Kevin, Nick, and Joe Jonas face a series of escalating obstacles as they struggle to make it from London to New York in time to spend Christmas with their families.",en,"[35, 10402]"
1373445,V/H/S/Halloween,2025-09-19,5.1234,6.282,163,"A collection of Halloween-themed videotapes unleashes a series of twisted, blood-soaked tales, turning trick-or-treat into a struggle for survival.",en,"[27, 53]"
1355666,Love Untangled,2025-08-28,5.0771,8.401,146,A lovestruck teen plans to win the school heartthrob by going from curly to straight hair — until a new transfer student changes everything.,ko,"[10749, 18, 35]"
1045938,G20,2025-04-10,5.0648,6.434,627,"After the G20 Summit is overtaken by terrorists, President Danielle Sutton must bring all her statecraft and military experience to defend her family and her fellow leaders.",en,"[28, 9648, 18]"
1297763,Batman Ninja vs. Yakuza League,2025-03-17,5.0519,6.749,215,"The Batman family has returned to the present to discover that Japan has disappeared, and a giant island - Hinomoto - is now in the sky over Gotham City.  At the top sit the Yakuza, a group of superpowered individuals who reign without honor or humanity and look suspiciously like the Justice League. Now, it’s up to Batman and his allies to save Gotham!",ja,"[16, 28, 878]"
